,Wavelength,Flux,Contour Limit
0,3290.5640451818495,5.8005054e-17,1.5
1,3291.429995995843,5.839589e-17,1.5
2,3292.295946809837,5.663181e-17,1.5
3,3293.1618976238306,5.719992e-17,1.5
4,3294.0278484378246,6.02715e-17,1.5
5,3294.893799251818,5.874734e-17,1.5
6,3295.759750065812,5.913278e-17,1.5
7,3296.6257008798057,5.92352e-17,1.5
8,3297.4916516937997,6.0285605e-17,1.5
9,3298.357602507793,5.893229e-17,1.5
10,3299.223553321787,5.80302e-17,1.5
11,3300.0895041357808,5.738693e-17,1.5
12,3300.955454949775,5.744848e-17,1.5
13,3301.8214057637683,5.6551394e-17,1.5
14,3302.6873565777623,5.5895995e-17,1.5
15,3303.553307391756,5.805974e-17,1.5
16,3304.4192582057494,5.612231e-17,1.5
17,3305.2852090197434,5.2267313e-17,1.5
18,3306.151159833737,5.288905e-17,1.5
19,3307.017110647731,5.3910477e-17,1.5
20,3307.8830614617245,5.1898132e-17,1.5
21,3308.7490122757185,5.4275578e-17,1.5
22,3309.614963089712,5.603592e-17,1.5
23,3310.480913903706,5.4368603e-17,1.5
24,3311.3468647176996,5.5323573e-17,1.5
25,3312.2128155316936,5.638189e-17,1.5
26,3313.078766345687,5.70471e-17,1.5
27,3313.944717159681,5.474836e-17,1.5
28,3314.8106679736748,5.564341e-17,1.5
29,3315.6766187876688,5.459553e-17,1.5
30,3316.5425696016623,5.3695827e-17,1.5
31,3317.4085204156563,5.487542e-17,1.5
32,3318.27447122965,5.528619e-17,1.5
33,3319.140422043644,5.3901107e-17,1.5
34,3320.0063728576374,5.4843037e-17,1.5
35,3320.8723236716314,5.3298532e-17,1.5
36,3321.738274485625,5.3242334e-17,1.5
37,3322.6042252996185,5.013882e-17,1.5
38,3323.4701761136125,5.35381e-17,1.5
39,3324.336126927606,5.397045e-17,1.5
40,3325.2020777416,5.353596e-17,1.5
41,3326.0680285555936,5.089194e-17,1.5
42,3326.9339793695876,5.234903e-17,1.5
43,3327.799930183581,5.075941e-17,1.5
44,3328.665880997575,5.0394324e-17,1.5
45,3329.5318318115687,5.0171422e-17,1.5
46,3330.3977826255627,5.147988e-17,1.5
47,3331.2637334395563,5.2043292e-17,1.5
48,3332.1296842535503,5.018604e-17,1.5
49,3332.995635067544,5.1024593e-17,1.5
50,3333.861585881538,5.2247163e-17,1.5
51,3334.7275366955314,5.1679932e-17,1.5
52,3335.5934875095254,4.9631452e-17,1.5
53,3336.459438323519,5.4212008e-17,1.5
54,3337.325389137513,5.0609203e-17,1.5
55,3338.1913399515065,4.9708076e-17,1.5
56,3339.0572907655,5.1365504e-17,1.5
57,3339.923241579494,5.3751275e-17,1.5
58,3340.7891923934876,4.985061e-17,1.5
59,3341.6551432074816,5.1438216e-17,1.5
60,3342.521094021475,5.352412e-17,1.5
61,3343.387044835469,5.4280393e-17,1.5
62,3344.2529956494627,5.431183e-17,1.5
63,3345.1189464634567,5.417569e-17,1.5
64,3345.9848972774503,5.212443e-17,1.5
65,3346.8508480914443,5.2828677e-17,1.5
66,3347.716798905438,5.115306e-17,1.5
67,3348.582749719432,5.3345344e-17,1.5
68,3349.4487005334254,5.395244e-17,1.5
69,3350.3146513474194,5.192489e-17,1.5
70,3351.180602161413,5.21947e-17,1.5
71,3352.046552975407,5.338244e-17,1.5
72,3352.9125037894005,5.4183778e-17,1.5
73,3353.7784546033945,5.3386468e-17,1.5
74,3354.644405417388,5.110936e-17,1.5
75,3355.5103562313816,5.0101413e-17,1.5
76,3356.3763070453756,5.1995223e-17,1.5
77,3357.242257859369,5.0977705e-17,1.5
78,3358.108208673363,4.9387315e-17,1.5
79,3358.9741594873567,4.7796607e-17,1.5
80,3359.8401103013507,4.887021e-17,1.5
81,3360.7060611153443,5.0800923e-17,1.5
82,3361.5720119293383,4.9190737e-17,1.5
83,3362.437962743332,4.9921693e-17,1.5
84,3363.303913557326,4.6923015e-17,1.5
85,3364.1698643713194,4.605596e-17,1.5
86,3365.0358151853134,4.907163e-17,1.5
87,3365.901765999307,4.4725646e-17,1.5
88,3366.767716813301,4.7073446e-17,1.5
89,3367.6336676272945,4.534569e-17,1.5
