,Wavelength,Flux,Contour Limit
0,4753.409667970001,1.0430609e-17,1.5
1,4754.659667970001,1.0371956e-17,1.5
2,4755.909667970001,1.0290673e-17,1.5
3,4757.159667970001,1.0411014e-17,1.5
4,4758.409667970001,1.03682615e-17,1.5
5,4759.659667970001,1.0431376e-17,1.5
6,4760.909667970001,1.02827285e-17,1.5
7,4762.159667970001,1.0294781e-17,1.5
8,4763.409667970001,1.0234998e-17,1.5
9,4764.659667970001,1.0138623e-17,1.5
10,4765.909667970001,1.01650505e-17,1.5
11,4767.159667970001,1.034257e-17,1.5
12,4768.409667970001,1.0542e-17,1.5
13,4769.659667970001,1.0525992e-17,1.5
14,4770.909667970001,1.0876475e-17,1.5
15,4772.159667970001,1.06939225e-17,1.5
16,4773.409667970001,1.05538825e-17,1.5
17,4774.659667970001,1.0518709e-17,1.5
18,4775.909667970001,1.061158e-17,1.5
19,4777.159667970001,1.0316781e-17,1.5
20,4778.409667970001,1.0061895e-17,1.5
21,4779.659667970001,1.0368857e-17,1.5
22,4780.909667970001,1.04478e-17,1.5
23,4782.159667970001,1.0173138e-17,1.5
24,4783.409667970001,1.0040531e-17,1.5
25,4784.659667970001,1.0493448e-17,1.5
26,4785.909667970001,1.083524e-17,1.5
27,4787.159667970001,1.0718503e-17,1.5
28,4788.409667970001,1.0799153e-17,1.5
29,4789.659667970001,1.0913701e-17,1.5
30,4790.909667970001,1.085125e-17,1.5
31,4792.159667970001,1.0481349e-17,1.5
32,4793.409667970001,9.909449e-18,1.5
33,4794.659667970001,9.651821e-18,1.5
34,4795.909667970001,9.723915e-18,1.5
35,4797.159667970001,9.453497e-18,1.5
36,4798.409667970001,9.711385e-18,1.5
37,4799.659667970001,9.705562e-18,1.5
38,4800.909667970001,9.872798e-18,1.5
39,4802.159667970001,1.0035032e-17,1.5
40,4803.409667970001,9.992345e-18,1.5
41,4804.659667970001,1.00003026e-17,1.5
42,4805.909667970001,9.8074115e-18,1.5
43,4807.159667970001,9.683371e-18,1.5
44,4808.409667970001,9.816367e-18,1.5
45,4809.659667970001,9.839161e-18,1.5
46,4810.909667970001,9.766016e-18,1.5
47,4812.159667970001,1.0070742e-17,1.5
48,4813.409667970001,1.0083391e-17,1.5
49,4814.659667970001,1.02360515e-17,1.5
50,4815.909667970001,1.0019512e-17,1.5
51,4817.159667970001,9.870935e-18,1.5
52,4818.409667970001,9.650087e-18,1.5
53,4819.659667970001,9.440192e-18,1.5
54,4820.909667970001,9.358489e-18,1.5
55,4822.159667970001,9.348153e-18,1.5
56,4823.409667970001,9.368502e-18,1.5
57,4824.659667970001,9.723041e-18,1.5
