,Wavelength,Flux,Contour Limit
0,4753.0253906200005,2.7169675e-17,1.5
1,4754.2753906200005,2.7453445e-17,1.5
2,4755.5253906200005,2.7883954e-17,1.5
3,4756.7753906200005,2.7836484e-17,1.5
4,4758.0253906200005,2.7807076e-17,1.5
5,4759.2753906200005,2.816088e-17,1.5
6,4760.5253906200005,2.8260358e-17,1.5
7,4761.7753906200005,2.8063363e-17,1.5
8,4763.0253906200005,2.8257036e-17,1.5
9,4764.2753906200005,2.8228283e-17,1.5
10,4765.5253906200005,2.7970246e-17,1.5
11,4766.7753906200005,2.7320358e-17,1.5
12,4768.0253906200005,2.722815e-17,1.5
13,4769.2753906200005,2.7210642e-17,1.5
14,4770.5253906200005,2.669732e-17,1.5
15,4771.7753906200005,2.7018506e-17,1.5
16,4773.0253906200005,2.7194094e-17,1.5
17,4774.2753906200005,2.7578243e-17,1.5
18,4775.5253906200005,2.733562e-17,1.5
19,4776.7753906200005,2.76441e-17,1.5
20,4778.0253906200005,2.7599437e-17,1.5
21,4779.2753906200005,2.734818e-17,1.5
22,4780.5253906200005,2.7369608e-17,1.5
23,4781.7753906200005,2.7194067e-17,1.5
24,4783.0253906200005,2.7317903e-17,1.5
25,4784.2753906200005,2.6956958e-17,1.5
26,4785.5253906200005,2.697805e-17,1.5
27,4786.7753906200005,2.656967e-17,1.5
28,4788.0253906200005,2.6043689e-17,1.5
29,4789.2753906200005,2.5982254e-17,1.5
30,4790.5253906200005,2.5943752e-17,1.5
31,4791.7753906200005,2.5730254e-17,1.5
32,4793.0253906200005,2.6077916e-17,1.5
33,4794.2753906200005,2.6365972e-17,1.5
34,4795.5253906200005,2.6746898e-17,1.5
35,4796.7753906200005,2.6616467e-17,1.5
36,4798.0253906200005,2.6725742e-17,1.5
37,4799.2753906200005,2.6923477e-17,1.5
38,4800.5253906200005,2.6520568e-17,1.5
39,4801.7753906200005,2.5981583e-17,1.5
40,4803.0253906200005,2.558309e-17,1.5
41,4804.2753906200005,2.5736535e-17,1.5
42,4805.5253906200005,2.5626646e-17,1.5
43,4806.7753906200005,2.5770865e-17,1.5
44,4808.0253906200005,2.5707754e-17,1.5
45,4809.2753906200005,2.6143495e-17,1.5
46,4810.5253906200005,2.660853e-17,1.5
47,4811.7753906200005,2.6673246e-17,1.5
48,4813.0253906200005,2.6714756e-17,1.5
49,4814.2753906200005,2.6575978e-17,1.5
50,4815.5253906200005,2.6679751e-17,1.5
51,4816.7753906200005,2.6567918e-17,1.5
52,4818.0253906200005,2.6416924e-17,1.5
53,4819.2753906200005,2.641479e-17,1.5
54,4820.5253906200005,2.6596318e-17,1.5
55,4821.7753906200005,2.723905e-17,1.5
56,4823.0253906200005,2.7436688e-17,1.5
57,4824.2753906200005,2.778677e-17,1.5
58,4825.5253906200005,2.7556046e-17,1.5
59,4826.7753906200005,2.7434813e-17,1.5
60,4828.0253906200005,2.6928144e-17,1.5
61,4829.2753906200005,2.6241135e-17,1.5
62,4830.5253906200005,2.5971931e-17,1.5
63,4831.7753906200005,2.5379723e-17,1.5
64,4833.0253906200005,2.5023477e-17,1.5
65,4834.2753906200005,2.4601528e-17,1.5
66,4835.5253906200005,2.4445303e-17,1.5
67,4836.7753906200005,2.411505e-17,1.5
68,4838.0253906200005,2.3730311e-17,1.5
69,4839.2753906200005,2.3554532e-17,1.5
70,4840.5253906200005,2.371167e-17,1.5
71,4841.7753906200005,2.35577e-17,1.5
72,4843.0253906200005,2.3299387e-17,1.5
73,4844.2753906200005,2.3381542e-17,1.5
74,4845.5253906200005,2.30054e-17,1.5
75,4846.7753906200005,2.2870947e-17,1.5
76,4848.0253906200005,2.26488e-17,1.5
77,4849.2753906200005,2.2685119e-17,1.5
78,4850.5253906200005,2.2868685e-17,1.5
